pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FF,2018-08-26,90.2,-3.4096,5.454,Jose Berrios,501981,621244,,ball,,,,,14.0,,R,R,R,MIN,OAK,B,,,2,1,2018,-0.7968,1.1041,1.4585,1.9825,,,,2,1,Top,,,,,641598.0,,180826_181846,13.7005,-130.6864,-4.9629,-11.8164,25.6703,-18.7632,3.6242,1.5795,,,,89.904,2069.0,6.195,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.3041,,,,,,,,4,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Strategic
FF,2018-08-26,91.7,-3.4166,5.3952,Jose Berrios,501981,621244,,swinging_strike,,,,,9.0,,R,R,R,MIN,OAK,S,,,2,0,2018,-0.8575,1.0357,0.5151,1.5388,,,,2,1,Top,,,,,641598.0,,180826_181827,11.7006,-132.9467,-6.066,-12.4852,26.5664,-18.9149,3.3023,1.5297,,,,91.388,2185.0,6.153,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.3467,,,,,,,,4,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Strategic
FT,2018-08-26,89.9,-3.5571,5.3835,Jose Berrios,501981,621244,,ball,,,,,13.0,,R,R,R,MIN,OAK,B,,,1,0,2018,-1.0954,0.7696,-2.0381,2.5704,,,,2,1,Top,,,,,641598.0,,180826_181656,6.0254,-130.8606,-2.6548,-13.6815,24.855,-23.0703,3.6984,1.7038,,,,89.875,2041.0,6.033,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.4662,,,,,,,,4,2,2-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard
FF,2018-08-26,90.0,-3.385,5.3224,Jose Berrios,501981,621244,,ball,,,,,12.0,,R,R,R,MIN,OAK,B,,,0,0,2018,-0.6869,0.9757,1.748,2.6188,,,,2,1,Top,,,,,641598.0,,180826_181640,14.0716,-130.3857,-2.7665,-10.5204,24.9683,-20.7347,3.6242,1.5546,,,,89.673,2034.0,6.133,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.3662,,,,,,,,4,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard
FF,2018-08-26,88.4,-3.5046,5.3423,Jose Berrios,476704,621244,field_out,hit_into_play,,,,,8.0,"Jed Lowrie grounds out sharply, second baseman Logan Forsythe to first baseman Tyler Austin.  ",R,L,R,MIN,OAK,X,4.0,ground_ball,1,1,2018,-1.032,0.9875,0.1377,1.7482,,,,1,1,Top,148.46,149.16,,,641598.0,,180826_181605,10.8572,-128.1631,-4.6524,-13.3117,24.2976,-20.7441,3.3723,1.5607,118.0,104.5,5.3,87.711,2006.0,5.875,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.6243,0.629,0.586,0.0,1.0,0.0,0.0,4.0,3,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
FF,2018-08-26,90.9,-3.3807,5.4109,Jose Berrios,476704,621244,,ball,,,,,14.0,,R,L,R,MIN,OAK,B,,,0,1,2018,-1.0717,1.1482,1.0563,2.3992,,,,1,1,Top,,,,,641598.0,,180826_181546,13.2761,-131.7038,-4.0217,-15.0515,26.1863,-18.2911,3.5208,1.7596,,,,90.401,2135.0,6.081,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.4189,,,,,,,,3,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
FF,2018-08-26,89.3,-3.4328,5.3739,Jose Berrios,476704,621244,,foul,,,,,2.0,,R,L,R,MIN,OAK,S,,,0,0,2018,-0.7819,1.3986,-0.2054,3.3745,,,,1,1,Top,,,,,641598.0,,180826_181514,9.5366,-129.6639,-1.8185,-10.7038,25.9969,-16.2967,3.3723,1.5607,40.0,67.4,0.8,89.078,2122.0,6.179,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.3203,,,,,,,,3,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
CU,2018-08-26,80.2,-3.5052,5.3211,Jose Berrios,656305,621244,home_run,hit_into_play_score,,,,,5.0,Matt Chapman homers (19) on a fly ball to left field.  ,R,R,R,MIN,OAK,X,,fly_ball,2,2,2018,1.6342,-0.2914,0.2235,2.6637,,,,1,1,Top,26.16,89.61,,,641598.0,,180826_181434,5.1569,-116.4549,1.4307,13.3269,24.184,-35.3159,3.397,1.5358,348.0,94.5,34.7,78.772,2263.0,5.648,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.8514,0.163,0.27,2.0,1.0,0.0,3.0,3.0,2,5,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,2018-08-26,80.0,-3.4807,5.3186,Jose Berrios,656305,621244,,ball,,,,,14.0,,R,R,R,MIN,OAK,B,,,1,2,2018,1.4243,-0.2288,1.1801,1.6529,,,,1,1,Top,,,,,641598.0,,180826_181412,7.5662,-116.2514,-0.9241,11.2367,21.7935,-34.278,3.6694,1.6353,,,,79.144,2225.0,5.769,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.7304,,,,,,,,2,4,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2018-08-26,92.3,-3.5937,5.4118,Jose Berrios,656305,621244,,foul,,,,,6.0,,R,R,R,MIN,OAK,S,,,1,1,2018,-0.7718,1.2127,0.5729,2.6113,,,,1,1,Top,,,,,641598.0,,180826_181351,12.1721,-133.8798,-3.9059,-11.6184,25.8939,-17.0663,3.3723,1.5607,32.0,35.8,0.1,92.048,2165.0,6.084,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.4159,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2018-08-26,91.7,-3.4884,5.3476,Jose Berrios,656305,621244,,foul,,,,,9.0,,R,R,R,MIN,OAK,S,,,1,0,2018,-1.0238,1.1402,0.4595,2.0618,,,,1,1,Top,,,,,641598.0,,180826_181322,12.063,-133.0681,-4.8814,-14.3827,24.7377,-17.9469,3.397,1.5358,304.0,91.9,43.4,91.494,2164.0,6.021,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.4787,,,,,,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2018-08-26,91.2,-3.4312,5.3234,Jose Berrios,656305,621244,,ball,,,,,12.0,,R,R,R,MIN,OAK,B,,,0,0,2018,-0.7685,1.2327,1.123,3.109,,,,1,1,Top,,,,,641598.0,,180826_181306,12.9809,-132.2314,-2.2969,-11.4688,25.1434,-17.5045,3.7188,1.6353,,,,90.923,2160.0,6.08,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.4199,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FT,2018-08-26,92.1,-3.4127,5.3031,Jose Berrios,605361,621244,strikeout,swinging_strike,,,,,13.0,Nick Martini strikes out swinging.  ,R,L,R,MIN,OAK,S,2.0,,1,2,2018,-1.3782,0.621,-1.4048,1.7562,,,,0,1,Top,,,,,641598.0,,180826_181233,8.0252,-133.9172,-4.5107,-18.1471,27.3313,-24.0291,3.345,1.5138,,,,91.94,2073.0,6.112,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.387,,,0.0,1.0,0.0,0.0,,1,4,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-08-26,80.0,-3.5178,5.3716,Jose Berrios,605361,621244,,ball,,,,,14.0,,R,L,R,MIN,OAK,B,,,0,2,2018,1.2564,-0.1097,1.6253,1.0378,,,,0,1,Top,,,,,641598.0,,180826_181218,8.8884,-116.0522,-2.5807,9.4248,21.1527,-32.9198,3.6174,1.8122,,,,78.715,2429.0,5.503,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.997,,,,,,,,1,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FT,2018-08-26,91.0,-3.3457,5.4249,Jose Berrios,605361,621244,,foul,,,,,11.0,,R,L,R,MIN,OAK,S,,,0,1,2018,-1.407,0.5845,-0.9847,2.4489,,,,0,1,Top,,,,,641598.0,,180826_181202,8.7971,-132.2517,-2.8095,-18.0419,25.4151,-25.0577,3.345,1.5138,,,,90.554,2040.0,5.867,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.6327,,,,,,,,1,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-08-26,90.3,-3.3778,5.4525,Jose Berrios,605361,621244,,called_strike,,,,,8.0,,R,L,R,MIN,OAK,S,,,0,0,2018,-1.1401,1.0397,0.0535,1.5493,,,,0,1,Top,,,,,641598.0,,180826_181150,10.8525,-130.9206,-5.9128,-15.1606,25.3034,-19.3278,3.6669,1.5885,,,,89.924,2168.0,6.072,531364,621244,641598.0,592122.0,523253.0,593934.0,593871.0,543257.0,596146.0,595909.0,54.4276,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-08-21,83.0,-3.559,5.3352,Jose Berrios,641553,621244,field_out,hit_into_play,,,,,14.0,Adam Engel flies out to center fielder Max Kepler.  ,R,R,R,CWS,MIN,X,8.0,fly_ball,0,2,2018,1.265,-0.0916,1.0862,1.9996,,,553882.0,2,5,Bot,120.88,92.95,,,435064.0,,180822_025340,8.1363,-120.6332,-0.9715,10.6767,23.1632,-33.1002,3.5874,1.7418,254.0,72.8,32.4,82.612,2295.0,6.068,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.4319,0.345,0.34600000000000003,0.0,1.0,0.0,0.0,3.0,39,3,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
FT,2018-08-21,92.8,-3.5406,5.3834,Jose Berrios,641553,621244,,foul,,,,,7.0,,R,R,R,CWS,MIN,S,,,0,1,2018,-1.4573,0.7334,-0.5634,2.0003,,,553882.0,2,5,Bot,,,,,435064.0,,180822_025306,10.7383,-134.6677,-4.4416,-19.9191,27.5622,-22.5545,3.5645,1.7418,,,,92.643,2125.0,6.218,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.2811,,,,,,,,39,2,2-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2018-08-21,94.6,-3.3735,5.4059,Jose Berrios,641553,621244,,foul,,,,,9.0,,R,R,R,CWS,MIN,S,,,0,0,2018,-0.8321,1.3551,0.6163,1.9516,,,553882.0,2,5,Bot,,,,,435064.0,,180822_025239,12.4384,-137.2424,-6.4623,-13.4825,29.9091,-13.4012,3.6332,1.7879,269.0,86.4,26.3,95.63,2263.0,7.014,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,53.4859,,,,,,,,39,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FT,2018-08-21,93.4,-3.5156,5.2711,Jose Berrios,553882,621244,single,hit_into_play_no_out,,,,,13.0,Omar Narvaez singles on a line drive to center fielder Max Kepler.  ,R,L,R,CWS,MIN,X,8.0,line_drive,2,1,2018,-1.3616,0.8366,-0.8707,2.2873,,,,2,5,Bot,132.69,91.82,,,435064.0,,180822_025204,9.8728,-135.7543,-3.8119,-19.0884,28.3638,-21.1094,3.1978,1.5341,139.0,97.4,7.2,93.964,2172.0,6.582,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,53.9175,0.5660000000000001,0.526,0.9,1.0,1.0,0.0,4.0,38,4,2-Seam Fastball,1,2,1,2,2,1,1,2,Strategic,Standard
FT,2018-08-21,92.8,-3.5606,5.2835,Jose Berrios,553882,621244,,foul,,,,,5.0,,R,L,R,CWS,MIN,S,,,2,0,2018,-1.4116,0.9196,-0.2192,2.4343,,,,2,5,Bot,,,,,435064.0,,180822_025132,11.6629,-134.6929,-3.5272,-19.7191,27.3939,-20.3505,3.2208,1.6033,207.0,74.8,53.8,93.15,2135.0,6.495,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.0048,,,,,,,,38,3,2-Seam Fastball,1,2,1,2,2,1,1,2,Strategic,Standard
FT,2018-08-21,93.6,-3.5706,5.2744,Jose Berrios,553882,621244,,ball,,,,,11.0,,R,L,R,CWS,MIN,B,,,1,0,2018,-1.4095,0.741,-1.6797,3.2471,,,,2,5,Bot,,,,,435064.0,,180822_025113,7.9444,-136.1145,-1.1216,-19.145,28.9519,-22.9757,3.1978,1.511,,,,93.479,2172.0,6.184,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.3154,,,,,,,,38,2,2-Seam Fastball,1,2,1,2,2,1,1,2,Strategic,Standard
CU,2018-08-21,81.9,-3.6165,5.3659,Jose Berrios,553882,621244,,ball,,,,,11.0,,R,L,R,CWS,MIN,B,,,0,0,2018,1.2546,0.0228,-1.9606,2.5062,,,,2,5,Bot,,,,,435064.0,,180822_025102,1.3551,-119.2189,0.0317,11.5156,22.2666,-32.2014,3.2667,1.5141,,,,81.332,2373.0,5.82,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.6794,,,,,,,,38,1,Curveball,1,2,1,2,2,1,1,2,Strategic,Standard
FF,2018-08-21,95.2,-3.1775,5.4928,Jose Berrios,660162,621244,strikeout,called_strike,,,,,3.0,Yoan Moncada called out on strikes.  ,R,L,R,CWS,MIN,S,2.0,,2,2,2018,-0.907,1.4592,0.8052,2.9494,,,,1,5,Bot,,,,,435064.0,,180822_025019,12.5864,-138.0943,-4.326,-14.6121,31.4877,-12.496,3.2437,1.5341,,,,95.601,2300.0,6.748,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,53.7513,,,0.0,1.0,0.0,0.0,,37,5,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
FT,2018-08-21,94.8,-3.3828,5.3643,Jose Berrios,660162,621244,,ball,,,,,12.0,,R,L,R,CWS,MIN,B,,,1,2,2018,-1.459,0.7357,0.7332,3.9207,,,,1,5,Bot,,,,,435064.0,,180822_025003,14.0094,-137.4854,0.2506,-21.5381,28.4233,-23.0225,3.2667,1.5341,,,,94.978,2291.0,6.427,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.0728,,,,,,,,37,4,2-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
CU,2018-08-21,83.9,-3.3399,5.4244,Jose Berrios,660162,621244,,ball,,,,,9.0,,R,L,R,CWS,MIN,B,,,0,2,2018,1.2114,0.1981,0.5884,1.6468,,,,1,5,Bot,,,,,435064.0,,180822_024945,6.6927,-122.1321,-2.753,10.8188,22.6909,-29.9052,3.2216,1.5352,,,,83.823,2415.0,6.091,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.4081,,,,,,,,37,3,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2018-08-21,94.6,-3.4539,5.3665,Jose Berrios,660162,621244,,called_strike,,,,,5.0,,R,L,R,CWS,MIN,S,,,0,1,2018,-0.9432,1.2718,-0.0358,2.5471,,,,1,5,Bot,,,,,435064.0,,180822_024931,10.972,-137.3756,-4.5019,-14.1988,27.9148,-15.3217,3.2896,1.5572,,,,94.647,2300.0,6.245,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.2547,,,,,,,,37,2,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
CU,2018-08-21,82.8,-3.5474,5.4326,Jose Berrios,660162,621244,,foul,,,,,9.0,,R,L,R,CWS,MIN,S,,,0,0,2018,1.2732,-0.1874,0.6844,1.9994,,,,1,5,Bot,,,,,435064.0,,180822_024914,7.1434,-120.2765,-0.9511,10.6693,23.758,-34.0146,3.2896,1.511,13.0,73.2,-8.2,81.777,2348.0,5.738,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.7617,,,,,,,,37,1,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard
FT,2018-08-21,94.8,-3.1934,5.4018,Jose Berrios,547170,621244,field_out,hit_into_play,,,,,3.0,Nicky Delmonico pops out softly to shortstop Jorge Polanco.  ,R,L,R,CWS,MIN,X,6.0,popup,2,2,2018,-1.3492,0.7178,0.6493,2.9646,,,,0,5,Bot,104.7,135.98,,,435064.0,,180822_024843,13.275,-137.6534,-2.3892,-20.3384,27.7496,-22.4596,3.5416,1.6726,163.0,57.7,48.9,96.188,2131.0,6.996,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,53.5032,0.105,0.084,0.0,1.0,0.0,0.0,1.0,36,7,2-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
CU,2018-08-21,83.1,-3.4708,5.3776,Jose Berrios,547170,621244,,foul,,,,,8.0,,R,L,R,CWS,MIN,S,,,2,2,2018,1.4911,-0.2038,0.2369,2.0952,,,,0,5,Bot,,,,,435064.0,,180822_024811,5.5744,-120.7972,-0.6245,13.1276,24.4783,-34.2505,3.5187,1.7187,5.0,84.2,-25.7,82.089,2338.0,5.758,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.7413,,,,,,,,36,6,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2018-08-21,94.2,-3.3261,5.5244,Jose Berrios,547170,621244,,ball,,,,,3.0,,R,L,R,CWS,MIN,B,,,1,2,2018,-0.707,1.4182,0.7696,3.4362,,,,0,5,Bot,,,,,435064.0,,180822_024755,12.149,-136.6874,-2.8065,-11.5166,30.3453,-14.0817,3.4508,1.6736,,,,93.812,2165.0,6.234,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.2656,,,,,,,,36,5,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2018-08-21,94.6,-3.3143,5.5289,Jose Berrios,547170,621244,,foul,,,,,2.0,,R,L,R,CWS,MIN,S,,,1,2,2018,-0.8385,1.2817,-0.263,3.5593,,,,0,5,Bot,,,,,435064.0,,180822_024728,9.8048,-137.3754,-2.278,-12.7788,30.639,-15.6931,3.5645,1.7418,225.0,76.5,51.5,94.408,2276.0,6.306,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.1937,,,,,,,,36,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
CH,2018-08-21,80.8,-3.5743,5.2055,Jose Berrios,547170,621244,,missed_bunt,,,,,8.0,,R,L,R,CWS,MIN,S,,,1,1,2018,-1.2013,0.2459,-0.1007,2.0598,,,,0,5,Bot,,,,,435064.0,,180822_024659,10.0755,-117.3365,-0.8357,-13.032,21.025,-29.9179,3.2437,1.6726,,,,81.236,1513.0,6.579,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,53.9206,,,,,,,,36,3,Changeup,1,2,1,2,2,1,1,2,Infield shift,Standard
CH,2018-08-21,82.1,-3.6351,5.2125,Jose Berrios,547170,621244,,ball,,,,,13.0,,R,L,R,CWS,MIN,B,,,0,1,2018,-1.1356,0.2253,-1.2703,1.7992,,,,0,5,Bot,,,,,435064.0,,180822_024641,7.503,-119.2999,-1.6018,-12.2025,22.5358,-29.9521,3.5187,1.6495,,,,81.856,1627.0,6.162,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.3374,,,,,,,,36,2,Changeup,1,2,1,2,2,1,1,2,Standard,Standard
CU,2018-08-21,82.5,-3.3945,5.3872,Jose Berrios,547170,621244,,called_strike,,,,,8.0,,R,L,R,CWS,MIN,S,,,0,0,2018,1.1153,-0.2097,0.0931,1.5904,,,,0,5,Bot,,,,,435064.0,,180822_024629,5.7582,-120.0275,-1.6957,9.4876,23.8088,-34.0748,3.5195,1.6506,,,,81.979,2406.0,6.005,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.4944,,,,,,,,36,1,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
FT,2018-08-21,93.3,-3.542,5.374,Jose Berrios,541645,621244,field_out,hit_into_play,,,,,11.0,"Avisail Garcia grounds out, second baseman Logan Forsythe to first baseman Joe Mauer.  ",R,R,R,CWS,MIN,X,4.0,ground_ball,0,1,2018,-1.3419,0.9136,-1.1646,2.9987,,,,2,4,Bot,142.77,150.17,,,435064.0,,180822_023439,9.0562,-135.5795,-2.3398,-18.5155,29.6602,-20.6214,3.4728,1.857,78.0,62.5,7.5,93.242,2081.0,6.332,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.1671,0.184,0.168,0.0,1.0,0.0,0.0,2.0,32,2,2-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
CU,2018-08-21,82.9,-3.6505,5.407,Jose Berrios,541645,621244,,foul,,,,,8.0,,R,R,R,CWS,MIN,S,,,0,0,2018,1.3142,0.0587,-0.2579,2.2986,,,,2,4,Bot,,,,,435064.0,,180822_023419,5.1902,-120.6343,-0.7266,11.6198,23.7951,-31.7038,3.4728,1.8339,73.0,69.9,6.5,82.365,2318.0,5.961,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.5382,,,,,,,,32,1,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2018-08-21,96.5,-3.3255,5.5943,Jose Berrios,594953,621244,strikeout,swinging_strike,,,,,2.0,Daniel Palka strikes out swinging.  ,R,L,R,CWS,MIN,S,2.0,,1,2,2018,-1.132,1.3146,0.0931,3.0851,,,,1,4,Bot,,,,,435064.0,,180822_023344,11.571,-140.0754,-4.0302,-17.345,30.8362,-14.3234,3.5416,1.7417,,,,96.033,2378.0,6.101,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.3988,,,0.0,1.0,0.0,0.0,,31,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2018-08-21,95.6,-3.3216,5.5511,Jose Berrios,594953,621244,,ball,,,,,12.0,,R,L,R,CWS,MIN,B,,,0,2,2018,-1.0074,1.3852,1.1938,3.6159,,,,1,4,Bot,,,,,435064.0,,180822_023320,14.0484,-138.4961,-2.5246,-15.9426,30.0008,-14.1084,3.5873,1.7878,,,,95.049,2281.0,6.148,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.3516,,,,,,,,31,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
CU,2018-08-21,82.6,-3.5737,5.4196,Jose Berrios,594953,621244,,foul,,,,,9.0,,R,L,R,CWS,MIN,S,,,0,1,2018,1.3513,-0.2146,0.7937,2.1622,,,,1,4,Bot,,,,,435064.0,,180822_023256,7.2831,-119.9245,-0.4259,11.2291,24.9366,-34.367,3.5187,1.7186,10.0,99.6,-13.1,81.521,2376.0,5.855,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.6441,,,,,,,,31,2,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard
CU,2018-08-21,83.4,-3.4042,5.4197,Jose Berrios,594953,621244,,swinging_strike,,,,,14.0,,R,L,R,CWS,MIN,S,,,0,0,2018,1.142,-0.3749,0.7412,1.5121,,,,1,4,Bot,,,,,435064.0,,180822_023243,7.2644,-121.244,-1.7602,9.5694,24.982,-35.6918,3.5416,1.7186,,,,82.651,2308.0,5.964,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.5358,,,,,,,,31,1,Curveball,1,2,1,2,2,1,1,2,Infield shift,Standard
CU,2018-08-21,82.0,-3.6878,5.3061,Jose Berrios,571602,621244,field_out,hit_into_play,,,,,5.0,Matt Davidson pops out to second baseman Logan Forsythe.  ,R,R,R,CWS,MIN,X,4.0,popup,2,2,2018,1.1509,0.0807,-0.0671,2.6906,,,,0,4,Bot,124.18,104.82,,,435064.0,,180822_023209,5.9471,-119.1729,0.518,9.6059,23.7416,-31.7631,3.3354,1.6032,227.0,73.4,43.0,81.302,2383.0,5.968,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.5314,0.19,0.198,0.0,1.0,0.0,0.0,3.0,30,6,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
CU,2018-08-21,82.9,-3.4462,5.3668,Jose Berrios,571602,621244,,ball,,,,,14.0,,R,R,R,CWS,MIN,B,,,1,2,2018,1.263,0.1216,2.0936,1.4375,,,,0,4,Bot,,,,,435064.0,,180822_023144,10.1545,-120.3068,-2.6482,10.0331,24.7698,-30.6999,3.3812,1.5571,,,,82.273,2332.0,6.157,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.3422,,,,,,,,30,5,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2018-08-21,94.6,-3.2532,5.5604,Jose Berrios,571602,621244,,foul,,,,,2.0,,R,R,R,CWS,MIN,S,,,1,2,2018,-0.9663,1.2789,-0.2205,3.3801,,,,0,4,Bot,,,,,435064.0,,180822_023128,10.0741,-137.4826,-2.8735,-14.4471,29.0649,-15.4667,3.3812,1.6263,180.0,69.4,31.3,94.86,2280.0,6.406,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,54.093,,,,,,,,30,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FT,2018-08-21,92.3,-3.4539,5.4014,Jose Berrios,571602,621244,,foul,,,,,11.0,,R,R,R,CWS,MIN,S,,,1,1,2018,-1.3163,0.8554,-0.9441,3.0172,,,,0,4,Bot,,,,,435064.0,,180822_023100,9.3422,-134.2235,-2.1856,-18.0308,26.1253,-21.3913,3.3124,1.6263,295.0,82.2,30.7,93.279,2106.0,6.679,531296,621244,435064.0,408045.0,523253.0,593934.0,593871.0,592696.0,596146.0,595909.0,53.8207,,,,,,,,30,3,2-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
