pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CU,2018-05-21,84.0,-3.3294,5.4364,Jose Berrios,400121,621244,,ball,,,,,14.0,,R,L,R,MIN,DET,B,,,1,2,2018,1.7354,-0.3281,2.7018,0.7388,,,,1,1,Top,,,,,641598.0,,180522_001329,10.455,-121.6851,-3.6527,14.4352,27.3354,-34.7994,3.1693,1.5151,,,,82.536,2448.0,5.892,530111,621244,641598.0,489149.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.6074,,,,,,,,3,4,Curveball,0,1,1,0,1,0,1,0,Strategic,Standard
CU,2018-05-21,85.3,-3.3459,5.4428,Jose Berrios,400121,621244,,ball,,,,,14.0,,R,L,R,MIN,DET,B,,,0,2,2018,1.2411,-0.1618,1.9458,1.6638,,,,1,1,Top,,,,,641598.0,,180522_001312,9.8999,-123.7922,-2.1646,10.3905,26.8707,-33.5893,3.1899,1.4739,,,,84.389,2455.0,6.041,530111,621244,641598.0,489149.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.4586,,,,,,,,3,3,Curveball,0,1,1,0,1,0,1,0,Strategic,Standard
FF,2018-05-21,94.2,-3.2377,5.4964,Jose Berrios,400121,621244,,foul,,,,,2.0,,R,L,R,MIN,DET,S,,,0,1,2018,-0.9531,1.2058,0.0203,2.9326,,,,1,1,Top,,,,,641598.0,,180522_001252,10.554,-136.6712,-3.5655,-14.3252,31.4273,-16.5257,3.1281,1.3297,,,,93.842,2237.0,6.34,530111,621244,641598.0,489149.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.159,,,,,,,,3,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Strategic,Standard
FF,2018-05-21,94.3,-3.3302,5.4046,Jose Berrios,400121,621244,,called_strike,,,,,8.0,,R,L,R,MIN,DET,S,,,0,0,2018,-0.8244,1.2966,-0.0392,1.7878,,,,1,1,Top,,,,,641598.0,,180522_001237,10.3224,-136.7122,-6.4653,-12.6414,31.7879,-14.7964,3.2823,1.4739,,,,93.602,2326.0,6.207,530111,621244,641598.0,489149.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.2921,,,,,,,,3,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Strategic,Standard
FF,2018-05-21,94.2,-3.44,5.4384,Jose Berrios,592206,621244,home_run,hit_into_play_score,,,,,3.0,Nicholas Castellanos homers (5) on a fly ball to center field.  ,R,R,R,MIN,DET,X,,fly_ball,0,0,2018,-0.8084,1.3446,0.396,3.1158,,,,1,1,Top,124.89,18.96,,,641598.0,,180522_001149,11.7611,-136.7951,-3.3248,-12.6603,28.4592,-14.6931,3.5003,1.5309,424.0,104.9,24.0,94.443,2203.0,6.416,530111,621244,641598.0,489149.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.0831,0.937,1.761,2.0,1.0,0.0,3.0,6.0,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard
FF,2018-05-21,95.5,-3.3372,5.4646,Jose Berrios,547982,621244,strikeout,swinging_strike,,,,,1.0,Leonys Martin strikes out swinging.  ,R,L,R,MIN,DET,S,2.0,,0,2,2018,-1.0616,1.2805,-0.4184,3.1942,,,,0,1,Top,,,,,641598.0,,180522_001111,10.0092,-138.6627,-3.1739,-15.8433,31.0395,-15.2804,3.2086,1.3397,,,,95.072,2323.0,6.165,530111,621244,641598.0,489149.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3346,,,0.0,1.0,0.0,0.0,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FT,2018-05-21,94.0,-3.3009,5.4212,Jose Berrios,547982,621244,,foul_tip,,,,,4.0,,R,L,R,MIN,DET,S,,,0,1,2018,-1.2776,1.1268,-0.7662,2.4942,,,,0,1,Top,,,,,641598.0,,180522_001051,9.4496,-136.5675,-4.3663,-18.1912,30.7032,-17.2304,3.2086,1.3397,,,,94.212,2264.0,6.548,530111,621244,641598.0,489149.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,53.9517,,,,,,,,1,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-05-21,93.2,-3.4866,5.4457,Jose Berrios,547982,621244,,swinging_strike,,,,,1.0,,R,L,R,MIN,DET,S,,,0,0,2018,-0.7801,1.3801,-0.683,2.9669,,,,0,1,Top,,,,,641598.0,,180522_001035,8.8876,-135.4557,-3.6314,-11.4318,27.799,-14.6386,3.1582,1.2893,,,,93.236,2321.0,6.242,530111,621244,641598.0,489149.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.2575,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-05-15,93.1,-3.3814,5.3386,Jose Berrios,543939,621244,hit_by_pitch,hit_by_pitch,,,,,12.0,Kolten Wong hit by pitch.  ,R,L,R,MIN,STL,B,,,1,2,2018,-0.7955,1.203,1.485,2.8221,,,,1,8,Top,,,,,435064.0,,180516_023354,14.2434,-134.916,-3.3123,-12.7765,28.242,-16.867,2.9113,1.2335,,,,93.234,2352.0,6.511,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,53.9885,,,0.7,1.0,0.0,0.0,,56,4,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard
CU,2018-05-15,81.5,-3.5064,5.3043,Jose Berrios,543939,621244,,foul,,,,,6.0,,R,L,R,MIN,STL,S,,,1,1,2018,1.6798,-0.0846,0.7087,1.7869,,,,1,8,Top,,,,,435064.0,,180516_023333,6.25,-118.5413,-1.1465,14.301,22.4259,-32.9834,2.9113,1.2335,,,,80.61,2313.0,5.681,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.8181,,,,,,,,56,3,Curveball,4,1,1,4,1,4,1,4,Standard,Standard
FT,2018-05-15,92.4,-3.4261,5.2559,Jose Berrios,543939,621244,,ball,,,,,11.0,,R,L,R,MIN,STL,B,,,0,1,2018,-1.0354,0.9603,-0.7995,4.2606,,,,1,8,Top,,,,,435064.0,,180516_023315,8.8919,-134.3581,1.1666,-14.2951,26.8251,-21.0035,3.1018,1.4414,,,,92.381,2228.0,6.142,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.357,,,,,,,,56,2,2-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard
FF,2018-05-15,92.7,-3.5157,5.3659,Jose Berrios,543939,621244,,foul,,,,,2.0,,R,L,R,MIN,STL,S,,,0,0,2018,-1.0036,1.1431,-0.1118,2.9583,,,,1,8,Top,,,,,435064.0,,180516_023244,10.8053,-134.5196,-2.8208,-14.3328,27.1928,-17.9771,2.911,1.2331,,,,92.429,2261.0,6.128,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3715,,,,,,,,56,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard
FF,2018-05-15,94.6,-3.6346,5.292,Jose Berrios,664056,621244,strikeout,called_strike,,,,,8.0,Harrison Bader called out on strikes.  ,R,R,R,MIN,STL,S,2.0,,2,2,2018,-0.9635,1.1595,0.2641,1.5422,,,,0,8,Top,,,,,435064.0,,180516_023211,12.2494,-137.1318,-6.632,-14.7158,28.5184,-16.3574,3.2777,1.6119,,,,94.413,2304.0,6.258,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.2416,,,0.0,1.0,0.0,0.0,,55,5,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard
FF,2018-05-15,92.9,-3.5129,5.2865,Jose Berrios,664056,621244,,foul,,,,,6.0,,R,R,R,MIN,STL,S,,,2,1,2018,-0.9417,1.2149,0.7343,2.7933,,,,0,8,Top,,,,,435064.0,,180516_023149,12.8972,-134.7021,-3.2004,-14.2767,29.6301,-16.9304,3.5207,1.2985,186.0,75.9,21.4,92.58,2304.0,6.325,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.1747,,,,,,,,55,4,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard
FF,2018-05-15,93.3,-3.3303,5.2583,Jose Berrios,664056,621244,,ball,,,,,14.0,,R,R,R,MIN,STL,B,,,1,1,2018,-0.9075,1.3184,1.4267,2.1991,,,,0,8,Top,,,,,435064.0,,180516_023133,14.1093,-135.0208,-4.871,-14.1828,30.4309,-15.3223,3.2256,1.6641,,,,92.474,2256.0,6.181,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3181,,,,,,,,55,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard
FF,2018-05-15,93.3,-3.4204,5.3622,Jose Berrios,664056,621244,,ball,,,,,14.0,,R,R,R,MIN,STL,B,,,0,1,2018,-0.8871,1.2016,1.7536,1.8786,,,,0,8,Top,,,,,435064.0,,180516_023120,15.113,-134.8731,-5.7038,-14.0361,29.1827,-16.5789,3.3646,1.5771,,,,92.53,2309.0,6.184,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3151,,,,,,,,55,2,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard
FF,2018-05-15,93.0,-3.6356,5.3238,Jose Berrios,664056,621244,,foul,,,,,11.0,,R,R,R,MIN,STL,S,,,0,0,2018,-0.9178,1.2386,-0.8718,2.438,,,,0,8,Top,,,,,435064.0,,180516_023103,9.0128,-135.1378,-4.2874,-13.0256,27.9633,-16.4452,3.5207,1.2985,187.0,68.9,33.3,92.625,2267.0,6.031,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.4681,,,,,,,,55,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard
FT,2018-05-15,92.7,-3.3011,5.3274,Jose Berrios,657557,621244,field_out,hit_into_play,,,,,4.0,Paul DeJong lines out to center fielder Byron Buxton.  ,R,R,R,MIN,STL,X,8.0,line_drive,1,1,2018,-1.4151,0.93,-0.4678,2.4186,,,,2,7,Top,147.14,66.54,,,435064.0,,180516_020528,10.3177,-134.6248,-3.6459,-19.4272,28.9249,-20.2931,3.5863,1.3542,324.0,88.2,26.4,92.64,2284.0,6.34,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.1591,0.087,0.091,0.0,1.0,0.0,0.0,3.0,47,3,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
FF,2018-05-15,94.0,-3.616,5.3744,Jose Berrios,657557,621244,,foul,,,,,6.0,,R,R,R,MIN,STL,S,,,1,0,2018,-0.805,1.3682,0.5238,2.5939,,,,2,7,Top,,,,,435064.0,,180516_020516,12.4257,-136.2403,-4.4338,-12.6854,29.7437,-14.478,3.5863,1.3542,232.0,79.5,36.7,93.487,2344.0,6.193,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3063,,,,,,,,47,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-05-15,82.2,-3.5771,5.2881,Jose Berrios,657557,621244,,ball,,,,,13.0,,R,R,R,MIN,STL,B,,,0,0,2018,1.1604,-0.3666,-0.5248,0.9643,,,,2,7,Top,,,,,435064.0,,180516_020459,4.6687,-119.548,-2.5054,10.0352,24.3859,-35.3735,3.621,1.6324,,,,81.71,2431.0,6.12,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3793,,,,,,,,47,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-05-15,82.5,-3.5195,5.2694,Jose Berrios,576397,621244,strikeout,swinging_strike_blocked,,,,,14.0,Jedd Gyorko strikes out swinging.  ,R,R,R,MIN,STL,S,2.0,,1,2,2018,1.3522,-0.1083,1.2674,0.7703,,,,1,7,Top,,,,,435064.0,,180516_020424,8.2299,-119.7925,-3.4444,11.2136,23.8002,-32.7557,2.9867,1.158,,,,81.856,2374.0,6.039,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.4606,,,0.0,1.0,0.0,0.0,,46,4,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
FF,2018-05-15,93.3,-3.5653,5.2933,Jose Berrios,576397,621244,,foul,,,,,1.0,,R,R,R,MIN,STL,S,,,1,1,2018,-1.0181,1.2418,-0.7917,2.5702,,,,1,7,Top,,,,,435064.0,,180516_020410,9.3168,-135.4386,-3.9011,-14.5182,30.3082,-16.3646,2.9867,1.158,156.0,59.7,44.9,92.81,2372.0,6.187,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3123,,,,,,,,46,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-05-15,80.0,-3.5359,5.2134,Jose Berrios,576397,621244,,ball,,,,,14.0,,R,R,R,MIN,STL,B,,,0,1,2018,1.0926,-0.5865,1.8822,1.1352,,,,1,7,Top,,,,,435064.0,,180516_020352,9.7922,-116.0667,-1.1137,7.6583,22.9767,-37.3707,3.1184,1.471,,,,78.668,2365.0,5.651,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.8486,,,,,,,,46,2,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-05-15,82.6,-3.5127,5.4231,Jose Berrios,576397,621244,,called_strike,,,,,8.0,,R,R,R,MIN,STL,S,,,0,0,2018,1.394,-0.4441,-0.2243,1.9192,,,,1,7,Top,,,,,435064.0,,180516_020342,4.781,-120.0973,-0.5936,12.2014,24.178,-36.5044,3.1184,1.4015,,,,81.579,2439.0,5.733,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.7666,,,,,,,,46,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-05-15,82.0,-3.5149,5.3364,Jose Berrios,542303,621244,field_out,hit_into_play,,,,,4.0,"Marcell Ozuna grounds out sharply, third baseman Eduardo Escobar to first baseman Joe Mauer.  ",R,R,R,MIN,STL,X,5.0,ground_ball,2,1,2018,1.1617,-0.2872,-0.3932,2.1559,,,,0,7,Top,101.22,164.91,,,435064.0,,180516_020312,4.8133,-119.3196,-0.0981,9.97,22.9575,-35.0901,3.4193,1.3894,13.0,100.7,-9.6,81.321,2416.0,5.83,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.6699,0.255,0.217,0.0,1.0,0.0,0.0,2.0,45,4,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-05-15,82.1,-3.5157,5.3171,Jose Berrios,542303,621244,,ball,,,,,14.0,,R,R,R,MIN,STL,B,,,1,1,2018,1.5256,-0.0249,1.3533,1.8312,,,,0,7,Top,,,,,435064.0,,180516_020254,8.0394,-119.2956,-1.2432,12.6181,23.9694,-32.4116,3.5684,1.685,,,,81.09,2472.0,5.782,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.7172,,,,,,,,45,3,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
FT,2018-05-15,92.2,-3.3234,5.3881,Jose Berrios,542303,621244,,ball,,,,,13.0,,R,R,R,MIN,STL,B,,,0,1,2018,-1.1751,1.0072,-1.2287,2.4639,,,,0,7,Top,,,,,435064.0,,180516_020241,7.8729,-134.0617,-3.7994,-15.8381,28.0397,-19.4237,3.5857,1.7198,,,,92.322,2214.0,6.332,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.1675,,,,,,,,45,2,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-05-15,82.1,-3.4379,5.2663,Jose Berrios,542303,621244,,swinging_strike,,,,,14.0,,R,R,R,MIN,STL,S,,,0,0,2018,1.3544,-0.1371,1.014,1.1712,,,,0,7,Top,,,,,435064.0,,180516_020227,7.4303,-119.3388,-2.4086,11.1798,23.7674,-33.2273,3.4193,1.3894,,,,81.169,2360.0,5.795,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.7046,,,,,,,,45,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
FF,2018-05-15,94.7,-3.5021,5.22,Jose Berrios,500874,621244,field_out,hit_into_play,,,,,8.0,Jose Martinez lines out sharply to right fielder Max Kepler.  ,R,R,R,MIN,STL,X,9.0,line_drive,2,1,2018,-0.7054,1.3357,0.2247,1.621,,,,2,6,Top,209.54,80.19,,,435064.0,,180516_013646,11.3947,-137.4592,-6.7849,-11.487,28.762,-13.7006,3.8619,1.6409,341.0,101.6,22.6,95.474,2321.0,6.748,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,53.752,0.703,1.111,0.0,1.0,0.0,0.0,6.0,38,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
CU,2018-05-15,82.8,-3.5403,5.2437,Jose Berrios,500874,621244,,ball,,,,,14.0,,R,R,R,MIN,STL,B,,,1,1,2018,1.0315,-0.2568,1.0683,0.0053,,,,2,6,Top,,,,,435064.0,,180516_013619,8.4691,-120.2513,-4.9195,8.2601,23.125,-33.9211,3.8665,1.8916,,,,82.227,2496.0,5.995,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.5049,,,,,,,,38,3,Curveball,0,1,1,0,1,0,1,0,Standard,Standard
FT,2018-05-15,92.3,-3.4071,5.3711,Jose Berrios,500874,621244,,ball,,,,,11.0,,R,R,R,MIN,STL,B,,,0,1,2018,-1.3503,0.733,-2.5216,2.9769,,,,2,6,Top,,,,,435064.0,,180516_013557,5.1632,-134.3732,-1.8617,-17.3813,28.9576,-23.1635,3.8662,2.0129,,,,92.193,2154.0,6.187,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3124,,,,,,,,38,2,2-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
CU,2018-05-15,81.9,-3.4477,5.3126,Jose Berrios,500874,621244,,swinging_strike,,,,,8.0,,R,R,R,MIN,STL,S,,,0,0,2018,1.5755,-0.151,0.081,2.2799,,,,2,6,Top,,,,,435064.0,,180516_013540,4.939,-119.1752,0.0183,13.7606,23.7339,-33.8363,3.8619,1.6409,,,,81.226,2354.0,5.914,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.5859,,,,,,,,38,1,Curveball,0,1,1,0,1,0,1,0,Standard,Standard
CH,2018-05-15,84.5,-3.5226,5.2186,Jose Berrios,572761,621244,strikeout,swinging_strike,,,,,13.0,Matt Carpenter strikes out swinging.  ,R,L,R,MIN,STL,S,2.0,,2,2,2018,-1.3527,0.0905,-0.5423,1.3203,,,,1,6,Top,,,,,435064.0,,180516_013508,9.5329,-122.6285,-2.8709,-15.3546,23.3378,-30.9432,3.379,1.5202,,,,84.036,1811.0,6.05,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.4498,,,0.0,1.0,0.0,0.0,,37,5,Changeup,0,1,1,0,1,0,1,0,Infield shift,Standard
FF,2018-05-15,94.4,-3.3433,5.4125,Jose Berrios,572761,621244,,ball,,,,,11.0,,R,L,R,MIN,STL,B,,,1,2,2018,-0.7262,1.3227,-0.2987,4.188,,,,1,6,Top,,,,,435064.0,,180516_013445,9.546,-137.2231,-0.4379,-11.2684,29.7863,-15.538,3.6178,1.8505,,,,94.538,2302.0,6.385,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.1148,,,,,,,,37,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard
CU,2018-05-15,82.5,-3.259,5.3085,Jose Berrios,572761,621244,,ball,,,,,14.0,,R,L,R,MIN,STL,B,,,0,2,2018,1.2279,-0.361,1.5363,0.7974,,,,1,6,Top,,,,,435064.0,,180516_013425,8.4654,-119.718,-2.9457,9.7798,24.847,-35.2127,3.5656,1.781,,,,81.369,2381.0,5.846,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.6531,,,,,,,,37,3,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard
CU,2018-05-15,82.5,-3.4839,5.4088,Jose Berrios,572761,621244,,called_strike,,,,,9.0,,R,L,R,MIN,STL,S,,,0,1,2018,0.9201,-0.2548,0.6986,2.261,,,,1,6,Top,,,,,435064.0,,180516_013408,7.6928,-119.9409,-0.1563,7.2882,22.9699,-34.8037,3.551,1.7462,,,,81.947,2354.0,5.945,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.5541,,,,,,,,37,2,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard
FT,2018-05-15,92.1,-3.3917,5.3534,Jose Berrios,572761,621244,,foul,,,,,5.0,,R,L,R,MIN,STL,S,,,0,0,2018,-1.3498,1.0565,-0.1301,2.5964,,,,1,6,Top,,,,,435064.0,,180516_013349,11.1391,-133.7203,-3.4347,-18.4257,27.1525,-19.0356,3.379,1.5202,,,,91.929,2167.0,6.179,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3201,,,,,,,,37,1,2-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard
CU,2018-05-15,82.6,-3.5325,5.2963,Jose Berrios,502054,621244,strikeout,swinging_strike,,,,,14.0,Tommy Pham strikes out swinging.  ,R,R,R,MIN,STL,S,2.0,,0,2,2018,1.4372,0.1199,1.8012,0.8195,,,,0,6,Top,,,,,435064.0,,180516_013316,9.3022,-119.8824,-3.853,11.8555,23.1359,-30.5277,3.0772,1.2586,,,,81.84,2345.0,5.918,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.5816,,,0.0,1.0,0.0,0.0,,36,3,Curveball,0,1,1,0,1,0,1,0,Standard,Standard
CU,2018-05-15,81.9,-3.4817,5.2438,Jose Berrios,502054,621244,,foul,,,,,9.0,,R,R,R,MIN,STL,S,,,0,1,2018,1.0876,0.062,0.5474,1.5374,,,,0,6,Top,,,,,435064.0,,180516_013300,6.968,-118.9965,-1.8873,8.8028,23.0146,-31.4725,3.0772,1.2586,5.0,63.9,-18.5,81.119,2266.0,5.86,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.6395,,,,,,,,36,2,Curveball,0,1,1,0,1,0,1,0,Standard,Standard
FF,2018-05-15,92.3,-3.5427,5.2966,Jose Berrios,502054,621244,,called_strike,,,,,9.0,,R,R,R,MIN,STL,S,,,0,0,2018,-0.7612,1.3763,0.3827,1.881,,,,0,6,Top,,,,,435064.0,,180516_013248,11.5853,-133.845,-5.7844,-11.6173,28.937,-14.668,3.4098,1.6215,,,,91.9,2237.0,6.245,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.2542,,,,,,,,36,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
FF,2018-05-15,93.0,-3.4578,5.3732,Jose Berrios,608348,621244,field_out,hit_into_play,,,,,5.0,Carson Kelly lines out to center fielder Byron Buxton.  ,R,R,R,MIN,STL,X,8.0,line_drive,1,1,2018,-0.8814,1.3141,-0.1026,2.3419,,,657557.0,2,5,Top,136.44,36.58,,,435064.0,,180516_012536,10.4655,-134.9717,-4.78,-13.0313,30.4539,-15.4193,3.208,1.3391,388.0,99.8,27.9,92.4,2231.0,6.16,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.3391,0.6679999999999999,1.2009999999999998,0.0,1.0,0.0,0.0,6.0,32,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
CU,2018-05-15,82.9,-3.5007,5.2685,Jose Berrios,608348,621244,,blocked_ball,,,,,14.0,,R,R,R,MIN,STL,B,,,0,1,2018,1.2229,-0.142,1.6075,0.0678,,,657557.0,2,5,Top,,,,,435064.0,,180516_012510,9.2289,-120.2485,-5.0308,9.8494,23.7958,-32.7746,3.3964,1.5825,,,,82.046,2359.0,5.938,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.5611,,,,,,,,32,2,Curveball,0,1,1,0,1,0,1,0,Standard,Standard
FF,2018-05-15,92.9,-3.4819,5.3624,Jose Berrios,608348,621244,,called_strike,,,,,6.0,,R,R,R,MIN,STL,S,,,0,0,2018,-0.8357,1.2322,0.3689,2.1171,,,657557.0,2,5,Top,,,,,435064.0,,180516_012447,11.6693,-134.7134,-5.1946,-12.6562,28.2623,-16.2377,3.3068,1.5651,,,,92.856,2297.0,6.378,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,54.1211,,,,,,,,32,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
FF,2018-05-15,92.8,-3.3,5.445,Jose Berrios,543939,621244,field_out,hit_into_play,,,,,11.0,Kolten Wong pops out to third baseman Eduardo Escobar in foul territory.  ,R,L,R,MIN,STL,X,5.0,popup,0,1,2018,-0.8254,1.3352,-0.2267,3.1239,,,657557.0,1,5,Top,69.72,165.52,,,435064.0,,180516_012354,9.7201,-134.9189,-3.0983,-12.2455,28.9332,-15.2725,2.9368,1.259,,80.0,69.0,93.225,2305.0,6.557,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,53.9423,0.0,0.0,0.0,1.0,0.0,0.0,3.0,31,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
FF,2018-05-15,92.8,,,Jose Berrios,543939,621244,,foul,,,,,,,R,L,R,MIN,STL,S,,,0,0,2018,,,,,,,657557.0,1,5,Top,,,,,435064.0,,180516_012326,,,,,,,2.9357,1.2577,194.0,81.1,68.3,93.143,2351.0,6.428,530035,621244,435064.0,408045.0,572821.0,500871.0,501303.0,592696.0,621439.0,596146.0,,,,,,,,,31,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard
